sol = [2,5,10,11,1,13,6,3,18,4,17,24,12,22,9,26,7,20,8,19,16,23,15,25,14,21]
sol = [2,5,10,11,1,13,7,3,21,4,18,25,12,22,9,23,6,20,8,17,14,24,16,26,15,19]
sol = [2,5,10,11,1,13,7,3,21,4,19,25,12,22,9,23,6,20,8,17,14,24,16,26,15,18]
sol = [2,5,10,11,1,14,7,3,21,4,18,20,9,26,12,25,6,17,8,19,16,23,15,24,13,22]
sol = [2,5,10,11,1,14,7,3,21,4,18,22,9,26,12,25,6,17,8,19,16,23,15,24,13,20]
sol = [2,5,10,11,1,14,7,3,21,4,18,24,12,23,9,22,6,20,8,16,13,25,17,26,15,19]
sol = [2,5,10,11,1,14,7,3,21,4,19,24,12,22,8,25,9,18,6,16,13,23,17,26,15,20]
sol = [2,5,10,11,1,14,7,3,21,4,19,24,12,23,9,22,6,20,8,16,13,25,17,26,15,18]
sol = [2,5,10,11,1,15,6,3,18,4,17,24,12,23,8,26,7,21,9,19,16,22,13,25,14,20]
sol = [2,5,10,11,1,15,7,3,21,4,18,26,13,24,9,25,8,19,6,17,14,22,16,23,12,20]
sol = [2,5,10,11,1,15,7,3,21,4,19,25,12,23,8,26,9,18,6,17,14,22,16,24,13,20]
sol = [2,5,10,11,1,16,6,3,18,4,19,24,12,23,7,25,8,21,9,17,14,22,13,26,15,20]
sol = [2,5,10,11,1,16,7,3,21,4,18,19,9,24,8,23,6,22,13,17,14,25,12,26,15,20]
sol = [2,5,10,11,1,16,7,3,21,4,18,20,9,24,8,23,6,22,13,17,14,25,12,26,15,19]
sol = [2,5,10,11,1,16,7,3,21,4,18,25,12,22,6,26,9,20,8,17,14,23,15,24,13,19]
sol = [2,5,10,11,1,16,7,3,21,4,19,18,9,24,8,23,6,22,13,17,14,25,12,26,15,20]
sol = [2,5,10,11,1,16,7,3,21,4,19,20,9,24,8,23,6,22,13,17,14,25,12,26,15,18]
sol = [2,5,10,11,1,16,7,3,21,4,19,25,12,22,6,26,9,20,8,17,14,23,15,24,13,18]
sol = [2,5,10,11,1,17,7,3,21,4,18,24,12,23,6,25,9,20,8,16,13,22,14,26,15,19]
sol = [2,5,10,11,1,17,7,3,21,4,18,24,12,26,9,22,6,20,8,16,13,23,15,25,14,19]
sol = [2,5,10,11,1,17,7,3,21,4,19,24,12,23,6,25,9,20,8,16,13,22,14,26,15,18]
sol = [2,5,10,11,1,17,7,3,21,4,19,24,12,26,9,22,6,20,8,16,13,23,15,25,14,18]
sol = [2,5,10,12,1,13,7,3,21,4,16,23,11,22,9,24,6,19,8,18,15,25,17,26,14,20]
sol = [2,5,10,12,1,13,7,3,21,4,18,20,9,24,11,25,6,17,8,19,16,23,15,26,14,22]
sol = [2,5,10,12,1,13,7,3,21,4,18,22,9,24,11,25,6,17,8,19,16,23,15,26,14,20]
sol = [2,5,10,12,1,14,6,3,18,4,17,23,11,22,8,26,7,20,9,19,16,24,15,25,13,21]
sol = [2,5,10,12,1,14,7,3,21,4,16,23,11,22,8,24,6,20,9,18,15,26,17,25,13,19]
sol = [2,5,10,12,1,14,7,3,21,4,18,22,11,23,9,26,6,19,8,20,17,24,16,25,13,15]
sol = [2,5,10,12,1,14,7,3,21,4,19,23,11,22,8,24,6,20,9,18,15,26,17,25,13,16]
sol = [2,5,10,12,1,14,7,3,21,4,19,24,11,23,9,26,8,17,6,18,15,22,16,25,13,20]
sol = [2,5,10,12,1,14,8,3,24,4,18,22,11,23,9,26,7,17,6,19,16,21,15,25,13,20]
sol = [2,5,10,12,1,15,7,3,21,4,16,22,11,24,9,23,6,19,8,17,14,26,18,25,13,20]
sol = [2,5,10,12,1,15,7,3,21,4,16,23,11,24,9,26,6,19,8,20,17,22,14,25,13,18]
sol = [2,5,10,12,1,15,7,3,21,4,17,18,9,23,8,25,6,20,11,19,16,24,13,26,14,22]
sol = [2,5,10,12,1,15,7,3,21,4,17,18,9,23,8,25,6,22,13,19,16,24,11,26,14,20]
sol = [2,5,10,12,1,15,7,3,21,4,17,20,9,23,8,25,6,22,13,19,16,24,11,26,14,18]
sol = [2,5,10,12,1,15,7,3,21,4,17,22,9,23,8,25,6,20,11,19,16,24,13,26,14,18]
sol = [2,5,10,12,1,15,7,3,21,4,17,24,11,23,8,25,6,20,9,19,16,22,13,26,14,18]
sol = [2,5,10,12,1,15,7,3,21,4,18,20,9,23,8,25,6,22,13,19,16,24,11,26,14,17]
sol = [2,5,10,12,1,15,7,3,21,4,18,22,9,23,8,25,6,20,11,19,16,24,13,26,14,17]
sol = [2,5,10,12,1,15,7,3,21,4,18,23,11,24,9,22,6,19,8,16,13,25,17,26,14,20]
sol = [2,5,10,12,1,15,7,3,21,4,18,23,11,24,9,26,6,19,8,20,17,22,14,25,13,16]
sol = [2,5,10,12,1,15,7,3,21,4,18,24,11,23,8,25,6,20,9,19,16,22,13,26,14,17]
sol = [2,5,10,12,1,15,7,3,21,4,18,26,13,24,9,25,8,19,6,17,14,22,16,23,11,20]
sol = [2,5,10,12,1,15,7,3,21,4,19,22,11,23,8,25,9,17,6,16,13,24,18,26,14,20]
sol = [2,5,10,12,1,15,8,3,24,4,17,22,11,21,6,26,7,20,9,19,16,23,14,25,13,18]
sol = [2,5,10,12,1,15,8,3,24,4,18,22,11,21,6,26,7,20,9,19,16,23,14,25,13,17]
sol = [2,5,10,12,1,15,8,3,24,4,19,22,11,21,6,26,9,18,7,17,14,23,16,25,13,20]
sol = [2,5,10,12,1,16,7,3,21,4,17,24,11,22,6,26,8,20,9,18,15,23,14,25,13,19]
sol = [2,5,10,12,1,16,7,3,21,4,18,19,9,24,8,23,6,20,11,17,14,26,15,25,13,22]
sol = [2,5,10,12,1,16,7,3,21,4,18,22,9,24,8,23,6,20,11,17,14,26,15,25,13,19]
sol = [2,5,10,12,1,16,7,3,21,4,18,24,11,22,6,26,9,19,8,17,14,23,15,25,13,20]
sol = [2,5,10,12,1,16,7,3,21,4,19,18,9,24,8,23,6,20,11,17,14,26,15,25,13,22]
sol = [2,5,10,12,1,16,7,3,21,4,19,22,9,24,8,23,6,20,11,17,14,26,15,25,13,18]
sol = [2,5,10,12,1,16,7,3,21,4,19,24,11,22,6,26,8,20,9,18,15,23,14,25,13,17]
sol = [2,5,10,12,1,17,6,3,18,4,19,22,11,25,8,23,7,20,9,16,13,24,15,26,14,21]
sol = [2,5,10,12,1,17,7,3,21,4,16,23,11,25,8,24,6,20,9,18,15,22,13,26,14,19]
sol = [2,5,10,12,1,17,7,3,21,4,16,23,11,26,9,24,6,19,8,18,15,22,14,25,13,20]
sol = [2,5,10,12,1,17,7,3,21,4,18,23,11,25,8,22,6,20,9,16,13,24,15,26,14,19]
sol = [2,5,10,12,1,17,7,3,21,4,19,23,11,25,8,22,6,20,9,16,13,24,15,26,14,18]
sol = [2,5,10,12,1,17,7,3,21,4,19,23,11,25,8,24,6,20,9,18,15,22,13,26,14,16]
sol = [2,5,10,12,1,18,7,3,21,4,16,22,11,24,6,26,9,19,8,17,14,23,15,25,13,20]
sol = [2,5,10,12,1,18,7,3,21,4,16,22,11,26,8,23,6,20,9,17,14,24,15,25,13,19]
sol = [2,5,10,12,1,18,7,3,21,4,17,22,11,24,6,25,9,19,8,16,13,23,15,26,14,20]
sol = [2,5,10,12,1,18,7,3,21,4,19,22,11,26,8,23,6,20,9,17,14,24,15,25,13,16]
sol = [2,5,10,13,1,14,6,3,18,4,17,23,11,22,8,26,7,20,9,19,16,24,15,25,12,21]
sol = [2,5,10,13,1,14,6,3,18,4,17,24,12,25,11,26,7,20,8,19,16,23,15,22,9,21]
sol = [2,5,10,13,1,14,7,3,21,4,16,23,11,22,8,24,6,20,9,18,15,26,17,25,12,19]
sol = [2,5,10,13,1,14,7,3,21,4,16,23,11,26,12,24,6,19,8,18,15,25,17,22,9,20]
sol = [2,5,10,13,1,14,7,3,21,4,18,20,9,26,12,25,6,17,8,19,16,23,15,24,11,22]
sol = [2,5,10,13,1,14,7,3,21,4,18,22,9,26,12,25,6,17,8,19,16,23,15,24,11,20]
sol = [2,5,10,13,1,14,7,3,21,4,18,22,11,23,9,26,6,19,8,20,17,24,16,25,12,15]
sol = [2,5,10,13,1,14,7,3,21,4,19,23,11,22,8,24,6,20,9,18,15,26,17,25,12,16]
sol = [2,5,10,13,1,14,7,3,21,4,19,24,11,23,9,26,8,17,6,18,15,22,16,25,12,20]
sol = [2,5,10,13,1,14,8,3,24,4,18,22,11,23,9,26,7,17,6,19,16,21,15,25,12,20]
sol = [2,5,10,13,1,15,7,3,21,4,16,22,11,24,9,23,6,19,8,17,14,26,18,25,12,20]
sol = [2,5,10,13,1,15,7,3,21,4,16,23,11,24,9,26,6,19,8,20,17,22,14,25,12,18]
sol = [2,5,10,13,1,15,7,3,21,4,18,23,11,24,9,26,6,19,8,20,17,22,14,25,12,16]
sol = [2,5,10,13,1,15,7,3,21,4,18,25,12,26,11,23,6,20,8,17,14,24,16,22,9,19]
sol = [2,5,10,13,1,15,7,3,21,4,19,25,12,23,8,26,9,18,6,17,14,22,16,24,11,20]
sol = [2,5,10,13,1,15,7,3,21,4,19,25,12,26,11,23,6,20,8,17,14,24,16,22,9,18]
sol = [2,5,10,13,1,15,8,3,24,4,17,22,11,21,6,26,7,20,9,19,16,23,14,25,12,18]
sol = [2,5,10,13,1,15,8,3,24,4,18,22,11,21,6,26,7,20,9,19,16,23,14,25,12,17]
sol = [2,5,10,13,1,15,8,3,24,4,19,22,11,21,6,26,9,18,7,17,14,23,16,25,12,20]
sol = [2,5,10,13,1,16,7,3,21,4,17,24,11,22,6,26,8,20,9,18,15,23,14,25,12,19]
sol = [2,5,10,13,1,16,7,3,21,4,18,19,9,24,8,23,6,20,11,17,14,26,15,25,12,22]
sol = [2,5,10,13,1,16,7,3,21,4,18,22,9,24,8,23,6,20,11,17,14,26,15,25,12,19]
sol = [2,5,10,13,1,16,7,3,21,4,18,24,11,22,6,26,9,19,8,17,14,23,15,25,12,20]
sol = [2,5,10,13,1,16,7,3,21,4,18,25,12,22,6,26,9,20,8,17,14,23,15,24,11,19]
sol = [2,5,10,13,1,16,7,3,21,4,19,18,9,24,8,23,6,20,11,17,14,26,15,25,12,22]
sol = [2,5,10,13,1,16,7,3,21,4,19,22,9,24,8,23,6,20,11,17,14,26,15,25,12,18]
sol = [2,5,10,13,1,16,7,3,21,4,19,24,11,22,6,26,8,20,9,18,15,23,14,25,12,17]
sol = [2,5,10,13,1,16,7,3,21,4,19,25,12,22,6,26,9,20,8,17,14,23,15,24,11,18]
sol = [2,5,10,13,1,17,7,3,21,4,16,23,11,26,9,24,6,19,8,18,15,22,14,25,12,20]
sol = [2,5,10,13,1,18,7,3,21,4,16,22,11,24,6,26,9,19,8,17,14,23,15,25,12,20]
sol = [2,5,10,13,1,18,7,3,21,4,16,22,11,26,8,23,6,20,9,17,14,24,15,25,12,19]
sol = [2,5,10,13,1,18,7,3,21,4,19,22,11,26,8,23,6,20,9,17,14,24,15,25,12,16]
sol = [2,5,10,14,1,15,6,3,18,4,17,24,12,23,8,26,7,21,9,19,16,22,13,25,11,20]
sol = [2,5,10,14,1,15,7,3,21,4,17,18,9,23,8,25,6,20,11,19,16,24,13,26,12,22]
sol = [2,5,10,14,1,15,7,3,21,4,17,18,9,23,8,25,6,22,13,19,16,24,11,26,12,20]
sol = [2,5,10,14,1,15,7,3,21,4,17,20,9,23,8,25,6,22,13,19,16,24,11,26,12,18]
sol = [2,5,10,14,1,15,7,3,21,4,17,22,9,23,8,25,6,20,11,19,16,24,13,26,12,18]
sol = [2,5,10,14,1,15,7,3,21,4,17,24,11,23,8,25,6,20,9,19,16,22,13,26,12,18]
sol = [2,5,10,14,1,15,7,3,21,4,18,20,9,23,8,25,6,22,13,19,16,24,11,26,12,17]
sol = [2,5,10,14,1,15,7,3,21,4,18,22,9,23,8,25,6,20,11,19,16,24,13,26,12,17]
sol = [2,5,10,14,1,15,7,3,21,4,18,23,11,24,9,22,6,19,8,16,13,25,17,26,12,20]
sol = [2,5,10,14,1,15,7,3,21,4,18,24,11,23,8,25,6,20,9,19,16,22,13,26,12,17]
sol = [2,5,10,14,1,15,7,3,21,4,18,24,12,26,11,22,6,20,8,16,13,25,17,23,9,19]
sol = [2,5,10,14,1,15,7,3,21,4,19,22,11,23,8,25,9,17,6,16,13,24,18,26,12,20]
sol = [2,5,10,14,1,15,7,3,21,4,19,24,12,26,11,22,6,20,8,16,13,25,17,23,9,18]
sol = [2,5,10,14,1,15,7,3,21,4,19,24,12,26,11,25,9,18,6,16,13,23,17,22,8,20]
sol = [2,5,10,14,1,17,6,3,18,4,19,22,11,25,8,23,7,20,9,16,13,24,15,26,12,21]
sol = [2,5,10,14,1,17,7,3,21,4,16,23,11,25,8,24,6,20,9,18,15,22,13,26,12,19]
sol = [2,5,10,14,1,17,7,3,21,4,18,23,11,25,8,22,6,20,9,16,13,24,15,26,12,19]
sol = [2,5,10,14,1,17,7,3,21,4,18,24,12,26,9,22,6,20,8,16,13,23,15,25,11,19]
sol = [2,5,10,14,1,17,7,3,21,4,19,23,11,25,8,22,6,20,9,16,13,24,15,26,12,18]
sol = [2,5,10,14,1,17,7,3,21,4,19,23,11,25,8,24,6,20,9,18,15,22,13,26,12,16]
sol = [2,5,10,14,1,17,7,3,21,4,19,24,12,26,9,22,6,20,8,16,13,23,15,25,11,18]
sol = [2,5,10,14,1,18,7,3,21,4,17,22,11,24,6,25,9,19,8,16,13,23,15,26,12,20]
sol = [2,5,10,15,1,16,6,3,18,4,19,24,12,23,7,25,8,21,9,17,14,22,13,26,11,20]
sol = [2,5,10,15,1,16,7,3,21,4,18,19,9,24,8,23,6,22,13,17,14,25,12,26,11,20]
sol = [2,5,10,15,1,16,7,3,21,4,18,20,9,24,8,23,6,22,13,17,14,25,12,26,11,19]
sol = [2,5,10,15,1,16,7,3,21,4,19,18,9,24,8,23,6,22,13,17,14,25,12,26,11,20]
sol = [2,5,10,15,1,16,7,3,21,4,19,20,9,24,8,23,6,22,13,17,14,25,12,26,11,18]
sol = [2,5,10,15,1,17,7,3,21,4,18,24,12,23,6,25,9,20,8,16,13,22,14,26,11,19]
sol = [2,5,10,15,1,17,7,3,21,4,19,24,12,23,6,25,9,20,8,16,13,22,14,26,11,18]
sol = [2,6,12,5,1,7,8,3,24,4,16,22,11,20,13,26,9,21,10,17,14,25,15,23,18,19]
sol = [2,6,12,5,1,7,8,3,24,4,16,22,11,25,18,26,9,21,10,17,14,23,13,20,15,19]
sol = [2,6,12,5,1,7,8,3,24,4,17,19,9,22,15,26,10,20,11,16,13,25,14,23,18,21]
sol = [2,6,12,5,1,7,8,3,24,4,17,21,9,22,15,26,10,20,11,16,13,25,14,23,18,19]
sol = [2,6,12,5,1,7,8,3,24,4,19,21,9,22,15,26,10,20,11,16,13,25,14,23,18,17]
sol = [2,6,12,5,1,7,8,3,24,4,19,22,11,20,13,26,9,21,10,17,14,25,15,23,18,16]
sol = [2,6,12,5,1,7,8,3,24,4,19,22,11,23,16,26,9,21,10,17,14,25,15,18,13,20]
sol = [2,6,12,5,1,7,8,3,24,4,19,22,11,25,18,26,9,21,10,17,14,23,13,20,15,16]
sol = [2,6,12,5,1,8,7,3,21,4,17,18,9,23,15,26,10,20,11,16,13,25,14,24,19,22]
sol = [2,6,12,5,1,8,7,3,21,4,17,22,9,23,15,26,10,20,11,16,13,25,14,24,19,18]
sol = [2,6,12,5,1,8,7,3,21,4,17,25,11,22,14,26,10,20,9,16,13,24,15,23,18,19]
sol = [2,6,12,5,1,8,7,3,21,4,18,19,9,23,15,26,10,20,11,16,13,25,14,22,17,24]
sol = [2,6,12,5,1,8,7,3,21,4,18,22,9,23,15,26,10,20,11,16,13,25,14,24,19,17]
sol = [2,6,12,5,1,8,7,3,21,4,18,22,11,25,17,26,10,20,9,16,13,23,14,24,19,15]
sol = [2,6,12,5,1,8,7,3,21,4,18,22,11,25,17,26,10,20,9,16,13,24,15,19,14,23]
sol = [2,6,12,5,1,8,7,3,21,4,18,23,11,25,17,26,10,20,9,16,13,24,15,19,14,22]
sol = [2,6,12,5,1,8,7,3,21,4,18,24,9,23,15,26,10,20,11,16,13,25,14,22,17,19]
sol = [2,6,12,5,1,8,7,3,21,4,19,18,9,23,15,26,10,20,11,16,13,25,14,22,17,24]
